upc,brand_descr,actual_manuf,1/1/2011,1/8/2011,1/15/2011,1/22/2011,1/29/2011,2/5/2011,2/12/2011,2/19/2011,2/26/2011,3/5/2011,3/12/2011,3/19/2011,3/26/2011,4/2/2011,4/9/2011,4/16/2011,4/23/2011,4/30/2011,5/7/2011,5/14/2011,5/21/2011,5/28/2011,6/4/2011,6/11/2011,6/18/2011,6/25/2011,7/2/2011,7/9/2011,7/16/2011,7/23/2011,7/30/2011,8/6/2011,8/13/2011,8/20/2011,8/27/2011,9/3/2011,9/10/2011,9/17/2011,9/24/2011,10/1/2011,10/8/2011,10/15/2011,10/22/2011,10/29/2011,11/5/2011,11/12/2011,11/19/2011,11/26/2011,12/3/2011,12/10/2011,12/17/2011,12/24/2011,12/31/2011,1/7/2012,1/14/2012,1/21/2012,1/28/2012,2/4/2012,2/11/2012,2/18/2012,2/25/2012,3/3/2012,3/10/2012,3/17/2012,3/24/2012,3/31/2012,4/7/2012,4/14/2012,4/21/2012,4/28/2012,5/5/2012,5/12/2012,5/19/2012,5/26/2012,6/2/2012,6/9/2012,6/16/2012,6/23/2012,6/30/2012,7/7/2012,7/14/2012,7/21/2012,7/28/2012,8/4/2012,8/11/2012,8/18/2012,8/25/2012,9/1/2012,9/8/2012,9/15/2012,9/22/2012,9/29/2012,10/6/2012,10/13/2012,10/20/2012,10/27/2012,11/3/2012,11/10/2012,11/17/2012,11/24/2012,12/1/2012,12/8/2012,12/15/2012,12/22/2012,12/29/2012,1/5/2013,1/12/2013,1/19/2013,1/26/2013,2/2/2013,2/9/2013,2/16/2013,2/23/2013,3/2/2013,3/9/2013,3/16/2013,3/23/2013,3/30/2013,4/6/2013,4/13/2013,4/20/2013,4/27/2013,5/4/2013,5/11/2013,5/18/2013,5/25/2013,6/1/2013,6/8/2013,6/15/2013,6/22/2013,6/29/2013,7/6/2013,7/13/2013,7/20/2013,7/27/2013,8/3/2013,8/10/2013,8/17/2013,8/24/2013,8/31/2013,9/7/2013,9/14/2013,9/21/2013,9/28/2013,10/5/2013,10/12/2013,10/19/2013,10/26/2013,11/2/2013,11/9/2013,11/16/2013,11/23/2013,11/30/2013,12/7/2013,12/14/2013,12/21/2013,12/28/2013
1600027538,G M OATMEAL CRISP CRUNCHY ALMD,G M,6,2,5,7,2,5,4,7,5,5,10,5,6,5,4,4,2,1,4,3,3,0,4,8,6,2,4,7,2,3,2,4,2,4,6,2,3,3,3,4,2,5,4,4,4,7,1,2,4,2,2,2,1,6,5,7,4,8,10,1,5,3,2,3,1,6,5,3,6,4,3,2,3,5,3,6,2,3,1,2,3,3,1,4,3,7,1,5,4,5,4,5,4,3,3,1,3,11,2,5,1,3,3,3,4,7,2,4,2,5,7,5,6,4,4,3,5,7,5,6,3,5,4,2,4,3,2,2,6,5,3,4,4,3,6,4,2,1,2,3,8,7,4,3,3,3,5,4,2,1,3,2,3,0,5,3,0
1600027539,G M OATMEAL CRISP HEARTY RAISN,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,5,5,4,2,4,5,3,5,3,1,3,2,5,2,2,4,4,2,2,5,1,2,3,3,1,5,3,7,1,5,0,3,3,2,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,2,1,1,1,0,1,8,5,5,1,2,3,6,6,1,0,6,5,3,3,2,2,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600027549,G M WHEAT CHEX,G M,12,1,9,11,6,6,4,7,9,7,11,8,6,5,5,4,2,6,2,4,3,1,6,2,11,9,8,5,10,3,5,7,2,5,4,5,4,10,12,37,4,6,3,10,6,11,15,14,34,73,12,60,8,6,9,7,20,10,10,6,4,8,6,4,9,4,6,5,9,2,4,3,2,7,6,15,12,14,13,5,10,8,7,10,7,8,6,4,8,5,4,2,9,6,5,4,17,10,4,4,25,31,48,14,12,13,6,5,5,18,8,6,5,4,6,3,6,4,2,5,3,2,10,2,7,4,4,7,2,4,13,2,6,6,6,4,9,5,5,6,5,3,7,7,5,4,6,10,4,1,7,50,20,12,10,52,31
1600027551,G M CINNAMON TOAST CRUNCH,G M,26,36,21,23,18,28,31,17,27,19,32,24,20,17,21,16,12,20,20,31,21,15,20,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600027552,G M MULTI-BRAN CHEX,G M,2,1,1,2,1,3,1,1,0,1,3,3,2,2,2,3,1,1,1,1,3,1,0,1,1,2,0,3,0,2,0,3,2,4,2,1,0,0,1,6,2,2,1,1,0,0,0,5,4,14,3,8,1,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600027554,G M FRUITY CHEERIOS,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,2,3,2,5,6,0,1,0,10,10,1,8,8,5,7,1,2,4,5,4,5,3,2,5,4,5,6,6,4,4,2,4,2,0,4,1,3,2,2,2,2,0,1,12,3,2,0,3,2,2,3,1,1,2,2,4,4,1,3,0,3,18,28,10,6,2,6,4,0,8,4,2,4,6,2,1,1,4,3,3,3,1,3,2,2,2,0,3,0,6,4,4,3,3,6,6,6,6,3,3,6,2,1,1,3,3,1,4,2,2,4,11,1,3,2,1,5,3,0,4,0,2,4,2,1,0,6,4,0
1600027558,G M CORN CHEX,G M,15,27,28,27,14,18,39,25,18,12,10,9,7,13,9,12,4,7,6,5,10,13,7,21,11,20,13,9,10,9,4,7,9,11,13,11,19,10,15,40,7,10,8,9,10,8,23,35,45,162,36,95,21,14,6,10,55,16,19,10,10,9,6,7,18,13,5,16,13,14,9,19,5,15,10,18,34,37,16,19,13,27,10,13,13,11,10,12,11,13,12,7,15,12,15,15,34,24,11,21,58,46,52,28,27,23,15,13,11,29,26,15,12,10,8,12,9,12,5,9,11,13,9,8,17,12,14,13,14,8,30,9,12,16,12,28,8,13,11,13,7,19,10,10,3,16,8,18,15,15,15,100,45,11,16,81,69
1600027559,G M RICE CHEX,G M,33,45,28,29,22,22,36,15,19,13,13,13,11,13,12,16,11,8,16,17,12,14,16,30,27,31,15,15,16,20,22,12,16,21,19,15,17,17,18,59,16,17,15,18,14,16,17,38,50,165,54,111,15,16,15,20,62,11,18,14,14,10,10,19,16,6,11,19,18,16,10,11,11,12,11,18,32,49,17,21,25,24,24,18,24,18,16,16,16,17,10,11,16,19,14,19,36,24,17,18,64,62,86,41,22,12,24,13,7,34,36,8,22,10,16,17,14,10,11,13,10,20,18,10,21,22,15,23,13,10,47,13,14,16,13,21,20,18,16,12,16,20,7,13,10,24,11,15,15,19,17,99,70,21,20,122,53
1600027561,G M FROSTED CHEERIOS,G M,2,3,6,6,4,3,5,3,4,3,4,3,9,1,3,2,4,3,2,3,3,2,4,2,3,0,5,2,2,2,0,1,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600027562,G M MULTIGRAIN CHEERIOS,G M,46,25,41,42,34,28,23,34,19,27,24,15,23,19,29,27,21,23,28,43,27,34,22,30,22,32,28,29,42,33,51,23,33,36,49,32,31,26,28,30,22,71,34,29,22,23,36,26,14,45,37,25,38,29,26,41,22,42,51,45,48,36,36,34,31,36,37,32,40,50,31,34,28,35,35,22,30,31,49,33,50,44,37,38,27,45,47,24,43,40,33,48,30,44,44,23,35,52,45,29,37,42,37,30,30,159,70,43,38,50,34,39,45,35,41,42,38,53,37,35,46,44,43,48,47,43,33,24,49,48,47,32,56,53,53,51,41,47,28,52,25,34,24,35,33,39,22,39,22,24,20,1,0,0,0,0,0
1600027563,G M TOTAL WHOLE GRAIN,G M,3,5,2,3,1,2,4,3,3,2,7,4,3,6,4,5,4,6,4,2,6,3,2,3,4,3,2,6,6,2,0,0,0,0,0,0,0,3,1,1,7,6,3,2,2,0,2,2,1,1,10,4,1,6,4,3,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600027564,G M CHEERIOS,G M,57,18,27,34,132,16,14,82,32,29,33,29,34,29,26,35,24,24,34,27,21,28,22,23,24,27,25,34,14,15,26,28,10,15,21,19,27,25,28,33,38,80,28,16,27,34,26,25,24,18,18,23,20,25,27,29,20,21,101,44,32,34,49,35,12,23,23,30,29,28,25,27,10,30,17,11,19,26,21,29,17,29,27,13,20,22,24,22,28,26,11,25,15,25,23,29,17,61,26,16,24,27,20,9,18,34,31,19,26,23,28,24,24,21,23,28,106,32,25,33,27,22,14,13,24,21,18,21,18,21,12,22,21,232,21,18,14,22,68,23,25,21,34,34,42,33,15,22,10,15,14,11,24,15,20,23,20
1600027565,G M WHEATIES,G M,16,8,10,11,7,10,14,7,7,11,6,9,8,10,7,11,11,9,17,14,6,10,6,7,8,3,11,6,5,7,11,7,9,14,10,8,11,11,7,6,1,2,3,7,14,10,9,11,11,13,10,6,6,11,8,7,11,8,9,9,3,10,6,7,9,11,15,6,4,8,4,8,7,9,6,9,10,6,7,7,15,7,4,13,9,9,8,3,12,7,6,8,9,7,4,5,7,9,7,2,7,8,5,8,5,7,12,5,8,10,12,10,8,4,10,7,9,5,7,8,9,5,7,5,12,8,15,10,7,3,10,12,17,11,7,11,11,3,8,9,8,28,8,9,12,16,11,12,8,16,12,4,14,7,9,9,5
1600027566,G M REESE'S PUFFS,G M,20,30,40,29,27,28,35,13,23,24,22,23,16,19,17,26,16,12,22,25,19,18,15,27,19,15,10,17,23,17,13,19,20,15,18,15,33,33,23,12,22,21,17,16,22,31,34,22,14,31,31,9,8,21,30,21,15,12,20,19,10,17,16,6,17,13,35,26,29,7,25,23,15,10,10,11,24,10,15,42,63,37,34,16,27,10,10,14,22,20,9,10,8,14,10,8,13,63,45,14,19,19,25,7,9,181,67,36,23,9,20,17,16,10,10,14,10,8,7,11,4,14,14,15,14,14,9,25,25,142,13,15,18,40,34,11,13,12,9,10,38,14,10,14,8,24,69,9,10,15,26,18,11,22,19,14,7
1600027567,G M KIX,G M,44,32,40,50,35,35,41,28,45,38,31,39,42,55,30,29,42,28,19,33,29,31,25,30,37,24,39,11,20,21,26,18,24,22,35,21,26,52,32,42,40,35,29,39,15,43,44,31,40,42,27,34,49,32,48,37,32,27,26,31,37,36,30,36,30,39,25,32,21,36,20,32,31,30,44,28,18,28,24,32,31,37,45,32,26,30,36,37,25,24,26,36,27,34,13,33,20,39,34,45,34,27,23,38,32,36,44,32,44,25,31,6,24,15,27,13,24,25,31,16,29,21,28,18,21,16,23,31,19,24,23,30,24,7,27,13,23,11,22,20,12,38,27,30,28,34,19,25,30,30,28,26,24,36,15,27,32
1600027568,G M COCOA PUFFS,G M,12,15,15,8,10,10,9,5,7,7,7,9,11,5,9,3,4,6,8,6,5,3,6,5,8,11,4,6,13,6,5,2,5,6,6,6,7,15,3,6,7,9,8,3,9,18,11,9,3,14,5,6,3,9,10,8,4,5,3,8,5,5,4,3,4,3,10,14,10,4,5,6,11,6,2,6,4,3,9,15,26,20,21,6,14,5,4,3,7,9,2,4,4,5,6,3,2,40,15,8,4,10,10,3,9,133,51,14,11,5,7,6,8,3,3,3,1,3,5,8,6,3,7,5,3,3,3,5,9,45,6,8,6,7,18,6,11,9,5,3,11,5,3,1,3,5,53,10,10,8,12,10,4,4,9,5,7
1600027569,G M LUCKY CHARMS,G M,12,20,19,9,21,10,26,8,12,7,12,14,13,11,18,14,13,7,9,11,11,10,9,15,6,4,6,7,20,11,4,14,14,10,3,5,24,15,11,10,8,11,6,5,15,19,32,22,9,7,11,8,6,6,8,8,5,10,2,4,3,7,7,11,6,5,17,15,10,2,8,9,3,6,1,11,16,5,8,30,42,21,20,5,14,5,3,3,9,5,2,2,8,4,8,4,7,84,23,6,6,8,15,8,4,230,75,36,10,7,13,9,3,5,8,10,7,8,5,10,7,6,4,9,9,6,3,1,15,125,7,7,2,22,21,4,8,10,3,3,25,13,6,3,8,16,83,13,23,12,16,26,11,7,10,15,4
1600027571,G M HONEY NUT CHEERIOS,G M,30,36,24,19,20,24,28,22,16,32,17,19,29,18,44,70,41,27,16,26,18,19,14,26,26,16,11,25,16,22,18,18,27,24,14,14,44,29,16,11,5,18,13,11,22,48,43,20,25,71,58,12,16,17,24,19,30,57,47,22,17,16,22,25,19,15,42,43,29,8,41,73,44,11,10,14,16,17,27,63,131,115,71,81,35,22,17,21,21,26,6,15,11,17,20,9,13,18,27,17,14,28,18,17,17,424,169,78,17,18,29,24,23,6,18,13,11,14,10,17,18,14,19,20,18,21,13,18,22,246,12,27,19,20,50,29,26,18,19,16,59,26,14,18,20,36,184,43,32,45,36,19,33,27,26,26,23
1600027572,G M TRIX,G M,13,14,24,12,21,11,13,11,15,18,14,11,12,6,15,13,3,6,13,12,10,11,14,19,14,8,2,9,18,7,3,10,16,7,5,1,14,10,11,11,9,23,16,5,6,20,18,16,9,15,15,3,8,10,19,12,5,7,11,12,4,8,10,8,5,4,9,15,7,4,7,10,11,4,2,5,11,8,5,32,34,25,15,8,9,8,2,3,5,11,3,3,2,8,1,4,6,4,7,2,5,6,5,3,4,151,97,17,19,37,26,8,4,4,7,8,4,2,2,8,4,2,2,4,2,10,3,3,8,46,2,5,4,10,9,2,5,4,3,3,9,1,3,1,2,8,67,5,9,12,25,15,4,6,3,4,8
1600027575,G M COOKIE-CRISP,G M,28,10,13,8,7,13,15,3,15,8,13,11,8,8,6,12,6,4,4,26,11,10,4,8,7,11,7,11,16,3,4,5,6,9,2,5,10,7,5,14,16,13,7,10,9,21,8,7,9,34,28,7,5,8,9,1,2,0,3,2,1,2,5,6,2,5,9,11,3,5,9,11,5,7,4,4,5,7,3,18,29,18,19,6,7,2,5,5,11,7,6,8,5,7,5,5,6,6,5,4,2,3,7,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600027578,G M FIBER ONE HONEY CLUSTERS,G M,5,11,14,6,10,10,0,4,6,6,5,7,6,7,10,6,7,6,14,9,4,9,6,4,11,6,5,14,11,5,6,8,7,9,10,7,10,9,8,5,10,12,9,2,1,8,7,5,5,7,4,3,3,8,7,5,5,1,3,2,8,3,19,5,5,5,9,3,5,3,3,1,4,7,4,11,7,9,7,8,10,4,3,3,3,5,2,8,1,3,5,4,4,1,0,1,3,1,3,1,2,3,1,4,2,5,4,4,3,3,2,0,4,6,1,3,1,2,4,3,5,5,2,2,1,1,2,4,3,1,5,8,5,1,6,4,3,2,4,4,4,5,3,3,4,3,0,3,5,4,3,3,6,2,3,3,2
1600027579,G M CHOCOLATE LUCKY CHARMS,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,7,8,0,6,8,5,4,9,10,10,6,5,8,8,9,12,5,14,12,16,9,9,10,14,6
1600027581,G M BOO BERRY,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,14,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,26,1,0,0,0,0,0,0,0,0,0,0
1600027582,G M FRANKEN BERRY,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,12,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,20,7,1,0,0,0,0,0,0,0,0,0
1600027583,G M COUNT CHOCULA,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,20,5,0,0,0,0,0,0,0,0,0,0
1600040272,G M FIBER ONE RSN BRN CLSTRS,G M,2,5,4,2,2,1,2,3,3,3,0,1,3,3,2,1,2,2,3,0,1,0,2,2,3,4,3,4,4,2,2,1,2,3,5,1,6,6,4,4,5,8,3,1,1,3,3,4,1,1,1,3,0,3,4,2,3,5,8,1,2,3,12,6,2,5,6,3,5,0,0,0,3,2,4,6,9,6,10,9,2,3,2,2,2,1,2,2,2,3,0,3,3,3,2,1,0,2,0,2,1,3,0,1,3,2,5,7,1,3,2,1,1,0,0,1,0,2,0,1,1,0,0,1,1,0,1,3,1,2,2,14,3,0,0,0,4,0,1,2,0,3,3,2,2,3,1,4,14,0,3,3,3,6,1,3,5
1600040608,G M VANILLA CHEX,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,5,6,10,4,2,4,2,5,3,2,4,2,1,2,1,2,2,0,1,3,5,4,6,1,7,12
1600040768,G M FIBER ONE FROSTED SHRD WHT,G M,2,6,2,8,2,4,7,4,3,3,2,1,4,1,3,0,4,1,1,2,3,4,2,0,0,0,1,0,1,1,4,1,2,2,1,0,4,0,0,1,1,3,1,0,2,2,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600040945,G M HONEY KIX,G M,39,57,48,47,56,56,49,44,62,44,47,46,54,39,29,39,58,41,50,48,58,70,48,62,52,56,54,50,74,69,62,53,71,54,60,63,61,97,61,62,51,62,62,62,58,55,51,63,79,48,67,51,64,43,43,53,39,52,35,38,49,39,33,30,42,24,48,30,22,21,46,32,37,36,30,38,31,40,43,22,38,47,56,54,38,42,48,51,44,35,33,38,49,47,44,47,35,43,40,33,43,38,41,47,48,77,71,50,40,61,43,23,36,62,57,41,51,59,41,33,47,50,62,54,52,55,71,54,54,49,61,62,55,44,72,54,43,46,43,65,48,61,55,57,59,56,39,50,52,51,45,51,49,50,45,42,58
1600041248,G M HONEY NUT CHEERIOS MD CRNH,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,11,37,19,6,5,11,7,3,19,9,5,10,4,3,5,6,2,2,4,4,3,3,1,8,4,9,4,4,9,2,4,22,3,6,4,0,2,4,1,5,2,3,2,5,1,4,3,0,1
1600041249,G M FIBER ONE CHOCOLATE SQRS,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,1,3,2,2,1,0,0,0,1,1,2,3,2,0,0,1,2,0,0,2,9,1,0,0,3,1,1,0,1,1,0,0,0,2,0,1,1,1,1,1,3,3,1,3,1,6
1600041369,G M PEANUT BUTTER TOAST CRUNCH,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,17,31,25,13,15,3,8,22,29,15,5,4,10,30,9,9,4,3,4,7,4,3,2,4,7,6,2,4,47,9,2,2,8,5,8,2,4,5,6,3,4,19,5,2,1,34,3,5,2
1600041615,G M CINNAMON BURST CHEERIOS,G M,0,0,3,4,2,0,2,15,6,11,7,6,4,5,4,8,13,4,5,15,2,4,7,9,1,1,3,7,4,2,67,5,4,32,8,10,12,4,7,4,6,7,7,6,1,11,0,2,5,7,7,1,2,2,3,3,1,2,1,4,1,0,1,4,1,2,2,1,2,2,3,7,4,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,3,5,9,6,0,1,1,0,3,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600042344,G M MULTIGRAIN CHEERIOS,G M,29,27,27,37,44,31,25,24,33,27,28,29,24,32,40,41,47,36,39,42,37,33,40,30,50,25,39,27,33,36,30,34,39,38,43,34,47,60,39,52,45,35,46,47,30,37,45,38,45,31,39,34,46,43,27,36,36,26,27,29,27,28,30,26,37,29,32,39,26,31,32,30,32,44,25,34,29,36,39,33,29,28,44,24,32,30,36,43,65,30,38,37,34,40,39,45,45,35,31,38,40,37,26,32,34,19,40,34,30,40,22,42,39,35,36,35,47,35,48,31,30,39,45,41,53,34,42,55,37,38,55,40,62,42,40,52,41,43,56,63,41,48,48,43,49,43,52,44,54,49,50,43,63,46,63,47,40
1600042739,G M FIBER ONE HONEY SQUARES,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,23,5,2,7,6,5,3,4,5,0,4,2,1,2,0,4,4,3,0,3,3,0,0,2,2,0,3,1,4,4,6,3,4,1,4,1,7,7,6,4,1,2,3,3,1,4,5,1,1,0,6,5,3,1,8,2,3,5,1,4,0,1,3,2,4,1,0,0,1,2,1,1,1,2,0,0,2,0,1,3,0,1,4,1,1,1,2,1,2,3,3,3,2,2,0,2,2,1,1,2,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600042973,G M BANANA NUT CHEERIOS,G M,1,2,2,7,9,8,2,4,1,9,6,5,2,4,7,8,2,2,2,5,5,1,1,6,4,5,4,5,3,3,2,2,2,3,2,3,5,12,5,2,6,4,1,1,1,5,5,5,2,3,5,3,1,6,7,8,1,4,5,3,3,3,2,2,4,3,6,3,1,3,3,12,4,6,2,3,4,2,4,3,0,2,4,4,1,0,2,0,3,14,17,4,7,0,3,3,6,2,0,1,1,4,1,2,3,3,2,2,2,1,3,2,4,3,4,3,4,3,2,3,1,1,3,3,7,2,2,3,2,4,4,4,3,7,3,2,4,0,4,12,3,6,3,0,3,2,0,2,1,2,5,1,0,1,4,5,0
1600042992,G M COCOA PUFFS BROWNIE CRUNCH,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,75,11,3,6,7,8,3,7,3,9,4,1,6,6,3,4,6,13,3,3,2,4,2,3,4,4,5,28,18,16,1,3,1,0,4,2,0,1,1,4,2,1,3,3,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600043018,G M FROSTED TOAST CRUNCH,G M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,62,13,44,9,47,15,5,6,14,11,7,49,6,11,12,8,5,13,4,4,5,25,18,46,3,14,10,5,5,1,5,2,0,3,35,8,6,2,4,6,53,4,22,5,6,3,25,7,6,7,2,55,36,5,2,15,24,4,1,6,4,12,20,3,4,5,4,19,4,8,3,5,4,3,5,1,3,1,8,8,3,0,42,7,4,8,6,7,6,3,6,3,0,1,5,12,6,1,0,16,5,1,1
